1095;16 Тонн;Москва;Пресненский вал ул., д. 6;7 (499) 253-53-00, 7 (499) 253-15-50 [заказ билетов];Тихонов Артём Юрьевич;все хорошо;отказался;;;
325781;16 Тонн Кейтеринг;Москва;Пресненский Вал ул., д. 6, стр. 1;7 (499) 253-53-00, 7 (499) 253-05-30, 7 (499) 253-15-50;Добрынская Наталия;все хорошо;оплачено;2012-02-03;Минимальный;52756-4-НП-0-03-1601 от 2011-03-03 до 2011-03-03
614051;19.05;Москва;Б. Почтовая ул., д. 20, стр. 1;7 (495) 980-04-53;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
632854;1920;Москва;Никольская ул., д.10/2, стр. 2 Б;7 (495) 621-13-68;Марина Муринова;все хорошо;оплачено;2012-03-05;Оптимальный;52756-2-БП-20-02-1915 от 2011-02-18 до 2011-02-18
610001;1C-Рарус;Москва;ул. Чаянова, дом 15, корпус 5;7 (495) 231-20-02;Наташа Водопьянова;все хорошо;в работе;;;
625156;1С: Бухучёт и Торговля (БИТ);Москва;Воронцовская ул., 35 к.б;7(495) 748 03-33;Ирина Акопян;новое;новое;;;
450966;2-й этаж;Москва;Плотников пер., д. 15;7 (499) 252-79-79;Наира Ашуров;не проверено;новое;;;
614859;21 прайм;Москва;Н. Арбат ул., д. 21;7 (495) 507-00-21;Елена Вагнер;все хорошо;новое;;;
360480;22;Москва;Арбат ул., д. 22;7 (495) 244-08-33, 7 (495) 995-14-49;;закрыт;в работе;;;
1014;27 линия;Москва;З. и А. Космодемьянских ул., д. 23;;Яропольская Яна;к удалению;новое;;;
600299;3 комнаты;Москва;Профсоюзная ул., д. 84/32 корп. 1;7 (495) 710-76-45, 7 (903) 780-11-22;Добрынская Наталия;все хорошо;не дозвонились;;;
450911;3 ступени;Москва;Космонавта Волкова ул., д. 16;7 (495) 507-70-44;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
615401;302-бис;Москва;Б. Садовая ул., д. 10 (1 этаж);7 (495) 970-06-19 775-94-61, Мария 8-926-472-39-27, Олеся;Яропольская Яна;все хорошо;новое;;;
634023;32.05;Москва;Каретный ряд ул., д. 3;7 (905) 703-32-05;Добрынская Наталия;все хорошо;новое;;;
632180;3М;Москва;"ул. Крылатская, дом 17, строение 3, Бизнес-парк "Крылатские холмы";7 (495) 784 7474;Лилия Гридяева;новое;отказался;;;
421311;3М Россия;Москва;"Крылатская ул., д. 17, стр.3, Бизнес-Центр "Крылатские Холмы";7 (495) 784-74 74;Ирина Акопян;все хорошо;новое;;;
625157;400 GRAD;Москва;ул. Александра Матросова, 4;7 (812) 309-00-04;Ирина Акопян;новое;новое;;;
613526;495;Москва;Олимпийский пр-т, д. 18/1, (г-ца Ренессанс Москва);7 (495) 931-90-00;Наира Ашуров;все хорошо;новое;;;
633428;4Seasons Catering;Москва;Москва, ул.Докукина, д.10;7 (495) 768-55-10;Косарев Андрей Андреевич;все хорошо;отказался;;;
449405;5 o'clock, английский паб;Москва;МО, 24 км Новорижского ш., ТЦ Княжий двор, этаж 2;7 (495) 992-35-65, 7 (496) 319-79-88;;все хорошо;новое;;;
612162;5 звезд;Москва;Бахрушина ул., д. 25;7 (495) 953-33-50;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
612480;5 звезд Керчь;Москва;Бирюлёвская ул., д. 17;7 (495) 326-60-66, 7 (495) 505-35-36;Дарья Воронова;все хорошо;не сложилось;;;
613027;5 колец;Москва;Долгоруковская ул., д. 27;7 (495) 250-25-51;Илья Кропотов;не проверено;не дозвонились;;;
332318;5 оборотов;Москва;Народного Ополчения ул., д. 22, корп. 2 (ТЦ Каменный цветок);7 (495) 915-87-09, 7 (495) 915-87-10;Марина Муринова;закрыт;новое;;;
284530;5 оборотов;Москва;Профсоюзная ул., д. 61 А (ТЦ Калужский);7 (495) 727-34-77, 7 (495) 727-34-78;Косарев Андрей Андреевич;все хорошо;отказался;;;
85700;5 специй;Москва;Сивцев Вражек пер., д. 3/18;7 (495) 697-12-83;Косарев Андрей Андреевич;все хорошо;отказался;;;
2897;5150;Москва;Шухова ул., д. 21;7 (495) 236-04-08, 7 (495) 737-80-83;Косарев Андрей Андреевич;закрыт;не дозвонились;;;
625231;5R Group;Москва;ул.Большая Очаковская, д.11;+7 (495) 995-58-88, +7 (495) 669-55-09;Наташа Водопьянова;новое;в работе;;;
398525;5М-Аркаффе;Москва;Б. Ордынка ул., д. 29, стр. 1, офис 505, 506;7 (495) 953-72-98;Лилия Гридяева;все хорошо;отказался;;;
259765;69 бис;Москва;Малый Гнездниковский пер., д. 9/8;7 (495) 629-89-84;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
610004;7 Lines;Москва;Причистинка ул., д. 40/2, стр.2, офис 20;7 (495) 935-88-27, 7 (495) 201-41-37;Ирина Акопян;все хорошо;новое;;;
613065;7 sisters;Москва;Олимпийский пр-т, д. 18/1 (гостиница Ренессанс);7 (495) 931-90-00;Всеволод Дубин;все хорошо;в работе;;;
2584;7 вечеров;Москва;г. Балашиха, Ленина пр-т, д. 71;7 (495) 521-22-66;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
612385;7 красавиц;Москва;Шоссейная ул., д. 66;7 (495) 343-54-21;Наира Ашуров;все хорошо;отказался;;;
614103;7 шампуров;Москва;Рогова ул., д. 22/2;7 (495) 947-27-69, 7 (916) 340-24-38;Яропольская Яна;не проверено;не дозвонились;;;
633515;7-й элемент;Москва;Новопесчанная ул., д. 10, стр. 1;7 (499) 157-54-08;Косарев Андрей Андреевич;все хорошо;отказался;;;
418610;777;Москва;Тропаревская ул., д. 4;7 (495) 651-37-73;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
625158;8 звёзд. ГК 8 марта;Москва;ул. Автомоторная, д. 1;7 (495) 742 5222;Ирина Акопян;новое;новое;;;
617990;8 с половиной долларов;Москва;Каланчевская ул., д 33;7 (495) 680-02-30, 8-903-266-54-41 Марина marinainmarina@mail.ru;Всеволод Дубин;все хорошо;в работе;;;52756-2-БЧ-0-01-1842 от 2011-01-20 до 2011-01-20
632432;89/1 Джаз кафе (закрыто);Москва;Никольская ул., д. 10 ТЦ Tretiakov Plaza, 1 этаж;7 (495)783-89-01;Силин Александр;закрыт;в работе;;;52756-2-БП-0-01-1553 от 2011-01-17 до 2011-01-17
341955;9 ярдов;Москва;Бауманская ул., д. 58/25, стр. 6;7 (495) 916-91-87,;Елизавета Васильева;к удалению;отказался;;;
2705;911 Аврора;Москва;Петровка ул., д. 11/20 (г-ца Марриотт Роял Аврора);7 (495) 937-10-13, 7 (495) 937-10-24;Наира Ашуров;все хорошо;новое;;;
93916;911 Корстон;Москва;Косыгина ул., д. 15, г-ца Корстон;7 (495) 939-84-07/85-01, 7 (495) 507-27-27;Зарецкая Ольга Владимировна;все хорошо;отказался;;;
625188;@нтоновка;Москва;Ленинская Слобода ул., д. 19, стр.1;7 (495) 276-24-34;Всеволод Дубин;все хорошо;в работе;;;
332948;A la Трактиръ (закрыто);Москва;Большая Черкизовская ул., 30 Б;7 (499) 161-72-34;Косарев Андрей Андреевич;закрыт;отказался;;;
610006;A&T Trade;Москва;2-ая Звенигородская улица, дом 13, строение 40;7 (495) 741-00-00;Ирина Акопян;новое;новое;;;
610007;A.N.A group / Рыбный день;Москва;Войкова ул., 4;453-4535, 456-3575, 961-2741/2742/2743/2744;Ирина Акопян;новое;новое;;;
348767;A.v.e.n.u.e;Москва;МО, Одинцовский р-н, п. Барвиха, Рублево-Успенское ш., 8-й км., вл. 114 (галерея Барвиха Luxury Village);7 (495) 225-88-85;Косарев Андрей Андреевич;все хорошо;отказался;;;
610009;ABC;Москва;ул.Новомарьинская, д.18;347-27-07, 347-87-91, 347-97-33;Ирина Акопян;новое;новое;;;
447737;Absolut catering;Москва;Варшавский 1-й пр-д, д. 1;7 (495) 506-70-71;Оксана Никонова;к удалению;новое;;;
632711;ACTION DJ ACADEMY;Москва;Большая Якиманка улица, дом 38а;"7 (495) 506 55 65; 7 (916) 557 63 53";Лилия Гридяева;новое;отказался;;;
625175;ADVANPOS;Москва;ул. Народного Ополчения, д.34, офис 301;+7(495) 742-17-89;Ирина Акопян;новое;новое;;;
632837;AGROVET;Москва;москва;+370 46 446576, факс: +370 46 446515;Лилия Гридяева;новое;в работе;;;
403483;Akiба-бар;Москва;Ленинградский пр-т, д. 47;7 (495) 783-58-96;Яропольская Яна;не проверено;в работе;;;
600327;Alex bar;Москва;Мантулинская ул., д. 12/2;7 (499) 256-06-46;Татьяна Ермилова;закрыт;в работе;;;
610010;Alex Trade;Москва;Огородный проезд, 20;755-9913;Ирина Акопян;новое;новое;;;
431908;Alex's Pizza;Москва;Миклухо-Маклая ул., д. 18/2 (Седьмой континент);7 (495) 540-57-54;Косарев Андрей Андреевич;все хорошо;отказался;;;
378539;Alfa-torg / Альфа-торг;Москва;;7 (495) 768-92-41;Наташа Водопьянова;все хорошо;в работе;;;
449641;All-Time Bar;Москва;Б. Дмитровка ул., д. 7/5, стр. 2;7 (495) 629-08-11;Тихонов Артём Юрьевич;все хорошо;в работе;;;
610011;AlmaFood;Москва;ул. Дербеневская, 20, стр.1;974-69-10;Ирина Акопян;новое;новое;;;
625181;Aloha Bar;Москва;Мясницкая ул., д. 38, стр. 1;7 (495) 741-22-03;Тихонов Артём Юрьевич;все хорошо;в работе;;;
610012;Alpex GmbH;Москва;Вена,Австрия;;Ирина Акопян;новое;новое;;;
610013;Alpos;Москва;пр. Мира, д 72.;8-926-527-15-37 792-3141;Ирина Акопян;новое;новое;;;
325811;AMG cafe dj bar;Москва;Вавилова ул., д. 13 А;7 (499) 135-32-73;Елена Вагнер;все хорошо;новое;2010-03-15;;
634012;Andiamo;Москва;Остоженка ул., д. 53/6;7 (499) 246-02-46;Косарев Андрей Андреевич;все хорошо;оплачено;2012-12-07;Оптимальный;КАН-2-БП-0-11-1629/2 от 2011-11-16 до 2011-11-16
612079;Andiamo;Москва;Строителей ул., д. 4, стр. 2;7 (495) 930-81-81;Косарев Андрей Андреевич;все хорошо;оплачено;2012-12-07;Оптимальный;КАН-2-БП-0-11-1629/1 от 2011-11-16 до 2011-11-16
434821;Andiamo;Москва;Н. Масловка ул., д. 10;7 (495) 945-45-87;Косарев Андрей Андреевич;все хорошо;оплачено;2012-12-07;Оптимальный;КАН-2-БП-0-11-1629 от 2011-11-16 до 2011-11-16
625361;ANGELOV cafe & bar;Москва;2-ой Неопалимовский пер., д. 3 (вход со двора);7 (495) 729-65-26;Борисова Наталья;на модерации;оплачено;2011-12-09;Оптимальный;52756-2-БЧ-0-12-1109
447847;Antre;Москва;Камергерский пер., д. 5;7 (495) 609-02-52, 7 (905) 774-25-84;Наумов Никита;закрыт;отказался;;;
615936;Aozora;Москва;Никольская ул., д. 10;7 (495) 641-32-02;Яропольская Яна;к удалению;отказался;;;
610014;Apilco;Москва;;2545798;Ирина Акопян;новое;новое;;;
299889;Apple Bar & Restaurant;Москва;Малая Дмитровка ул., д. 11;7 (495) 980-96-30, 7 (495) 980-70-00;Наташа Водопьянова;все хорошо;отказался;;;
617685;Arena Moscow;Москва;Ленинградский пр-т, д. 31, стр. 4;7 (495) 940-67-55, 7 (495) 774-22-92;Косарев Андрей Андреевич;все хорошо;отказался;;;
610016;ARIS;Москва;Кировоградская ул., 22;315-30-92 (многоканальный), 315-13-01, 315-13-29, 313-78-12;Ирина Акопян;новое;новое;;;
610017;ARS технология;Москва;Ленинский проспект, д. 87/1, офис 402;7 (499) 134-42-02, 7 (499) 134-41-16;Лилия Гридяева;все хорошо;отказался;;;
426154;Art Catering;Москва;Образцова ул., д. 7;7 (495) 648-64-74 [тел/факс];Наумов Никита;все хорошо;не дозвонились;;;
251;Art-Garbage Запасник;Москва;Старосадский пер., 5/8, стр. 6;7 (495) 628-8745;Елена Вагнер;все хорошо;оплачено;2012-06-15;Базовый;52756-1-БЧ-12-03-1437 от 2011-03-04 до 2011-03-04
610019;Arte Domo;Москва;Смоленский б-р, д. 2, подъезд 2, этаж 3;7 (495) 925-05-61;Оксана Никонова;все хорошо;в работе;;;
610020;ASC Grosskuchentechnik Gmbh;Москва;"Мира пр-т, ВВЦ, пав. "Москва", Д47";974-7118;Ирина Акопян;новое;новое;;;
447758;Asia Hall;Москва;Кутузовский пр-т, д. 48;7 (495) 788-52-12;Наира Ашуров;все хорошо;в работе;;;
612035;Assaggiatore;Москва;Мичуринский пр-т, д. 3;7 (499) 665-10-56;Яропольская Яна;к удалению;в работе;;;
610021;AST ACE / АСТ;Москва;Глинищевский пер., 3;506-2518, 280-8529;Ирина Акопян;новое;новое;;;
612286;Ayinger. Пивной ресторан на Сретенке;Москва;Сретенка ул., д. 11;7 (495) 628-21-48;Силин Александр;все хорошо;в работе;;;
477047;Azale;Москва;Садовая-Спасская ул., д. 12/23, стр. 2;7 (495) 607-10-42;Елена Вагнер;все хорошо;в работе;2010-06-24;;
633373;Azale cafe;Москва;Новинский б-р, д. 31 (ТЦ Новинский пассаж);7 (495) 607-10-42;Миронов Кирилл Валерьевич;все хорошо;не дозвонились;;;
624493;B-52;Москва;Новый Арбат, д.18 (вход со двора);7 (985) 761-19-39, 7 (925) 514-65-75;Наира Ашуров;все хорошо;отказался;;;
614171;B-69;Москва;Вавилова ул., д. 69;7 (495) 544-11-44;Бокова Наталья Николаевна;все хорошо;в работе;;;
301679;B-Club;Москва;Страстной б-р, д. 8 стр. А;7 (495) 694-46-39, 7 (495) 650-45-56;Илья Кропотов;к удалению;не дозвонились;;;
384481;Bacardi B-Live Place;Москва;Кутузовский проспект, д. 36 стр. 11;7 (495) 725-99-25;Марина Муринова;к удалению;новое;;;
482347;Baccarat Crystal Room;Москва;Никольская ул., д. 21;7 (495) 933-33-89;Косарев Андрей Андреевич;все хорошо;отказался;2011-11-11;;АП-11.11.2009 от 2009-11-10 до 2009-11-10
1076;Ballantine's Bar;Москва;Никольская ул., 17;928-4692;Наташа Водопьянова;новое;не дозвонились;;;
610026;Bamard;Москва;;781-40-40, 740-0010;Ирина Акопян;новое;новое;;;
447970;Bamboobar;Москва;Пресненская наб., д. 8, стр. 1;7 (495) 970-43-41;Тихонов Артём Юрьевич;все хорошо;не сложилось;2010-11-08;;АП-08.11.2009/1 от 2009-11-07 до 2009-11-07
397028;Banket-Grand Party;Москва;Арбат ул., д. 9;7 (495) 649-56-78;Наира Ашуров;все хорошо;в работе;;;
382052;BanketovЪ/БанкетовЪ;Москва;"Москва, Тушинская ул., 17, ТЦ "Праздник";7(495)782-47-47;Силин Александр;все хорошо;отказался;;;
327821;Banquet Hall;Москва;Мира пр-т, д. 102, стр.2;7 (495) 363-38-88 [тел., факс];Наташа Водопьянова;все хорошо;отказался;;;
272966;Bar Bourbon Street;Москва;Б. Златоустинский пер., д. 7;7 (909) 675-40-10;Косарев Андрей Андреевич;все хорошо;отказался;;;
625165;Bar BQ Cafe;Москва;Пятницкая ул., д. 25, стр. 1;7 (495) 953-00-12, 7(495) 953-33-42;Марина Муринова;все хорошо;оплачено;2012-10-18;Базовый;52756-2-БП-0-10-1257 от 2010-10-01 до 2010-10-01
632269;Bar Ne Bar;Москва;Садово-Кудринская ул., д. 3 А;7 (495) 646-89-12;Марина Муринова;закрыт;новое;;;52756-2-БЧ-10-01-1831 от 2011-01-25 до 2011-01-25
633517;Barbados;Москва;Б. Путинковский пер., д. 5 (2 этаж);7 (495) 226-55-66;Тихонов Артём Юрьевич;все хорошо;в работе;;;
448000;BarBarella (закрыто);Москва;Большой Спасоглинищевский переулок, д. 3, стр. 5;7 (495) 624-64-80;Наташа Водопьянова;закрыт;не дозвонились;;;
610028;Bartex;Москва;ул.Братиславская, 33;347-97-77, 347-76-01;Ирина Акопян;новое;новое;;;
600272;Barвары;Москва;Страстной б-р, д. 8 А;7 (495) 694-02-10;Наира Ашуров;все хорошо;отказался;;;
412785;Bayfly;Москва;Новый Арбат ул., д. 24, кинотеатр Октябрь;7 (495) 203-05-47;Миронов Кирилл Валерьевич;все хорошо;не дозвонились;;;
610029;Bayland Музыкальные технологии;Москва;Комсомольский пр-т, д. 28, МДМ;7 (495) 782-88-44, 7 (495) 246-15-89 (факс);Ирина Акопян;все хорошо;новое;;;
614037;BBcafe;Москва;Скатертный пер., д. 13;7 (495) 697-12-41;Марина Муринова;все хорошо;оплачено;2012-07-27;Оптимальный;ММУ-2-БП-0-06-1400 от 2011-06-17 до 2011-06-17
613540;Beard Papa;Москва;Пречистенские Ворота пл., д. 1, стр.4;7 (495) 961-77-18;Яропольская Яна;к удалению;отказался;;;
633683;Beard Papa's;Москва;Пресненская наб., д. 2 (ТЦ Афимолл);7 (926) 120-88-81;Денис Солдатов;назначить менеджеру;новое;;;
625226;Beard Papa's;Москва;Шаболовка ул., д. 30/12;7 (926) 114-71-02;Тихонов Артём Юрьевич;все хорошо;отказался;;;
625225;Beard Papa's;Москва;Мясницких ворот пл., д. 1, стр. 3;7 (985) 240-42-42;Тихонов Артём Юрьевич;все хорошо;отказался;;;
625224;Beard Papa's;Москва;Пречистенские ворота пл., влад. 1, стр. 4;7 (495) 961-77-18;Тихонов Артём Юрьевич;все хорошо;отказался;;;
625253;Beato Italiano;Москва;Новослободская ул., д. 14/19, стр. 4;7 (495) 787-63-34;Силин Александр;все хорошо;в работе;;;
613859;Beavers;Москва;Люблинская ул., д. 171, корп. 1;7 (495) 783-91-84;Борисова Наталья;все хорошо;не дозвонились;;;
312440;Beck's Beerloft;Москва;Симферопольский б-р, д. 22, стр. 2;7 (495) 110-33-10;Всеволод Дубин;все хорошо;не дозвонились;;;
612347;Bed cafe;Москва;Пресненский Вал ул., д. 6, стр. 2;7 (499) 253-94-54, 7 (499) 252-58-48;Косарев Андрей Андреевич;все хорошо;в работе;;;
600423;Beer-лога;Москва;Осенний бульвар, д. 23;7 (495) 781-37-91;Косарев Андрей Андреевич;все хорошо;отказался;;;
448080;Beerlandia;Москва;Пресненский Вал ул., д. 14/1, (РЦ Самолет);7 (495) 234-18-18;Марина Муринова;к удалению;отказался;;;
614188;BeerOKратия;Москва;МО, г. Балашиха,ул. Свердлова, д. 17А;7 (495) 523-02-70, 7 (495) 662-1-16;Борисова Наталья;все хорошо;отказался;;;
336800;Beerмаркет;Москва;Бутырская ул., д. 69;7 (495) 685-07-84;Елена Вагнер;все хорошо;оплачено;2012-04-15;Базовый;52756-1-БП-23-04-1343 от 2011-04-05 до 2011-04-05
600393;Bel'etage/Palati;Москва;Кожевническая ул., д. 11/13, стр. 1;7 (499) 235-56-33, 7 (967) 051-41-47;Косарев Андрей Андреевич;все хорошо;отказался;2011-11-07;;НН-1-БП-10-11-1513 от 2010-11-01 до 2010-11-01
633543;Bellini;Москва;Рублевское ш., д. 28;7 (495) 980-22-10;Тихонов Артём Юрьевич;все хорошо;оплачено;2012-09-21;Оптимальный;АТИ-2-БЧ-15%-09-1320 от 2011-09-20 до 2011-09-20
324460;Bellisimo;Москва;МО, г. Долгопрубный, Дирижабельная ул., д. 15 стр. В;7 (495) 579-50-00;Наира Ашуров;все хорошо;отказался;;;
616188;Bender Bar;Москва;Чертановская ул., д. 1 В, корп. 1;7 (495) 316-77-38;Всеволод Дубин;все хорошо;не сложилось;;;
610030;Bentwood;Москва;Андроновское шоссе, дом 26, стр. 3;7 (495) 225-2221 многоканальный;Лилия Гридяева;все хорошо;отказался;;;
612034;Best club;Москва;МО, г. Королёв, Орджоникидзе ул., д. 5 В (ТЦ Нептун);7 (496) 922-91-97;Добрынская Наталия;все хорошо;в работе;;;
371424;Bevinco;Москва;4-й Лесной пер., д. 4 (Бизнес центр Регус Капитал Плаза);7 (495) 641-37-99, 7 (495) 225-85-00 (факс);Оксана Никонова;к удалению;отказался;;;
612575;Bianco Cafe;Москва;Столешников пер., д. 6/1;7 (495) 629-58-42;Яропольская Яна;все хорошо;не дозвонились;;;
424806;Bierplatz;Москва;Производственная ул., д. 2;7 (495) 660-79-73;;закрыт;отказался;;;
267153;Bilingua;Москва;Кривоколенный пер., 10, стр. 5;(495) 623-9660;Наира Ашуров;все хорошо;отказался;;;
331921;Billionaire;Москва;1-й Голутвинский пер., д. 6;7 (495) 737-89-00, 7 (495) 737-41-00;;закрыт;новое;;;
632806;BIOVELA Group;Москва;москва;+ 370 5 2461 280, Факс.:+ 370 5 246 1294;Лилия Гридяева;новое;в работе;;;
610031;BioWine;Москва;;7 (495) 679-57-75;Лилия Гридяева;все хорошо;отказался;;;
380252;Bistrot;Москва;Б. Саввинский пер., д. 12, стр. 2;7 (499) 248-40-45;Тихонов Артём Юрьевич;все хорошо;в работе;;;
610032;BL-studio;Москва;Угрешская ул., д. 2, стр. 74 (Территория бизнес-парка);7 (495) 795-10-60, 7 (495) 675-25-07;Оксана Никонова;все хорошо;в работе;;;
448100;Black Berry (Ginzaproject);Москва;Академика Сахарова пр-т, д. 10;7 (495) 926-16-40, 7 (495) 926-16-45;Алексей Серьянов;все хорошо;оплачено;2012-01-11;Оптимальный;
633113;Black Market;Москва;Усачёва ул., д. 2, корп. 1;7 (495) 228-31-84, 7 (495) 213-34-50;Всеволод Дубин;все хорошо;не сложилось;;;
616421;Blanc Cafe;Москва;Трехгорный Вал ул., д. 5;7 (495) 727-02-07;Марина Муринова;все хорошо;в работе;2011-09-07;;52756-2-БП-0-09-1514 от 2010-06-16 до 2010-06-16
351592;Bleachers;Москва;Волгоградский пр-т, д. 1;7 (495) 676-39-72;Косарев Андрей Андреевич;все хорошо;не дозвонились;;;
615360;Blues Cafe;Москва;Новослободская ул., д. 35;7 (499) 978-45-91;Косарев Андрей Андреевич;все хорошо;отказался;;;
411397;Blur кафе;Москва;Большой Дровяной пер, д. 8, стр 1;7 (495) 915-76-05;Яропольская Яна;не проверено;в работе;;;
633227;BM cafe;Москва;Маросейка ул., д. 2/15;7 (495) 628-01-64;Наташа Водопьянова;все хорошо;отказался;;;
2666;Bobby Dazzler pub;Москва;Костянский пер., д.7/13 (рядом со зданием Лукойл);7 (495) 608-03-83;Добрынская Наталия;все хорошо;отказался;;;52756-2-БП-5%-05-1050
618143;Bocconcino;Москва;Новослободская ул., д. 24;7 (499) 251-47-43;Елена Вагнер;все хорошо;новое;2012-04-02;Базовый;52756-1-БП-12-04-1008 от 2011-04-01 до 2011-04-01
399864;Bocconcino;Москва;Кутузовский пр-т., д. 48 (Галереи Времена года, 2 этаж);7 (495) 662-11-35, 7 (495) 775-23-64 [факс];Елена Вагнер;все хорошо;в работе;;;
336866;Bocconcino;Москва;Страстной б-р, д. 7;7 (495) 699-73-59;Елена Вагнер;все хорошо;оплачено;2012-04-15;Базовый;52756-1-БП-12-04-1651 от 2011-04-08 до 2011-04-08
600053;Bogema;Москва;M. Палашевский пер., д. 6;7 (985) 922-52-09;Косарев Андрей Андреевич;все хорошо;отказался;;;
435312;Bonape;Москва;Московская область, г. Мытищи, ул. Силикатная, д. 51, корпус 3;7 (495) 234-56-90, 7 (495) 780-16-75, 7 (495) 780-16-66;Лилия Гридяева;все хорошо;отказался;;;
610033;Bonduelle;Москва;;7 (903) 148-84-56;Лилия Гридяева;все хорошо;отказался;;;
615246;Boomcafe;Москва;Сретенка ул., д. 26/1;7(495) 234-27-34;Марина Муринова;все хорошо;в работе;2011-08-15;;ММУ-1-БП-0-08-1431 от 2011-08-15 до 2011-08-15
357178;Booze Bub;Москва;Потаповский пер., д. 5;7 (495) 621-47-17;Косарев Андрей Андреевич;все хорошо;отказался;;;
245032;Booкафе (закрыто);Москва;Садовая-Самотечная ул., д. 13;7 (495) 694-03-56;Косарев Андрей Андреевич;закрыт;отказался;;;
448124;Bosco Bar;Москва;Красная пл., д. 3 (ГУМ, 1-я линия, 1-й этаж);7 (495) 627-37-03;Марина Муринова;все хорошо;оплачено;2012-07-14;Премиум;52756-1-БП-0-03-1815 от 2010-03-01 до 2010-03-01
349923;Bosco Cafe;Москва;Красная пл., д. 3 (ТД Гум);7 (495) 620-31-82;Марина Муринова;все хорошо;в работе;;;ММУ-3-БП-10-07-1119 от 2010-06-30 до 2010-06-30
348845;Bosfor;Москва;Арбат ул., д. 47/23;7 (499) 241-93-20;Тихонов Артём Юрьевич;назначить менеджеру;отказался;;;
610035;Braso (Батидо);Москва;;7 (495) 234-66-10;Лилия Гридяева;все хорошо;новое;;;
610036;Bravilor Bonamat;Москва;1-й Павловский пер., д. 3;7 (495) 783-66-71;Оксана Никонова;все хорошо;в работе;;;
